recommendationid,review,sentiment,emotion
110173977,"Even on the lowest difficulty level it does not give you any time to do anything, you are overwhelmed with an insane amount of enemies. This doesn't make it fun, just frustrating. Look and feel are decent, just not enjoyable. It should give you time to build up the defenses.","[{'label': '2 stars', 'score': 0.6636778116226196}]","[{'label': 'neutral', 'score': 0.7653607726097107}]"
110172729,good,"[{'label': '4 stars', 'score': 0.49696317315101624}]","[{'label': 'neutral', 'score': 0.6325141787528992}]"
110172584,Its great fun but i wish it had a sandbox mode,"[{'label': '4 stars', 'score': 0.5306103825569153}]","[{'label': 'joy', 'score': 0.7760417461395264}]"
110171811,Russian developer. Be aware. Slava Ukraini!,"[{'label': '1 star', 'score': 0.41285762190818787}]","[{'label': 'neutral', 'score': 0.5055391788482666}]"
110169856,"awesome game, please add map builder","[{'label': '5 stars', 'score': 0.753602147102356}]","[{'label': 'joy', 'score': 0.48993825912475586}]"
110169573,"very cool. reminds me of my first time playing aoe . the economy of the game is super cool the only thing that limits you is the local resources. wouldnt be a bad idea to make province wars or territory wars an option. loving the gameplay!!!! Edited:;;; PLEASE FOR THE LOVE OF WHATEVER GOD! GIVE US SOMETHING. THIS GAME IS TOO ADDICTING TO PLAY THE FIRST 2 LEVELS OVER AND OVER AND OVER AND OVER, and still continue to enjoy them. the random map setup is genius. just bigger maps would be boss but not sure how badly that would effect performance. but please for the love of murdering peasants and commoners give us more!!!!! EDITED FOR THE 2ND TIME IN WHAT, 3 YEARS!!!!!!!!. you cannot still be making the story for this game. i am honestly convinced this will be another game that will never leave early access and will never be finished...... it was extremely promising when it was released, i feel like this game will hit sale on and off and never be finished. i have been waiting and waiting for a complete story mode out of these guys for a while now. getting kinda tired of checking updates just to find out they are fixing bugs with something they're still experimenting with. this review will remain a thumbs down until this game is officially finished. i cannot/will not suggest this game to anyone until its finished via story mode. the overall vibe is kinda gone. by the time this game is finished, something greater will come out. love the game but i can no longer support this forever early access regime developers are doing to just buy milk and eggs for a week. GO BIG OR GO HOME. stop wasting time.","[{'label': '4 stars', 'score': 0.3442738950252533}]","[{'label': 'joy', 'score': 0.7290048599243164}]"
110168667,Age of Empires + Monty Python + They Are Billions = Great Game!,"[{'label': '5 stars', 'score': 0.8941857814788818}]","[{'label': 'joy', 'score': 0.8770581483840942}]"
110165987,"TL;DR: 1. Easiest Difficulty = Invade Russia in Winter 2. Tutorial = Here are MP40s, Panzers and Stukas, now invade Russia. 3. You would waste no time on negotiation. = You don't have time & resources to complete your wall, never mind defending. 4. This game have potential, but not now. 10/10 Have to choose diplomacy this time.","[{'label': '1 star', 'score': 0.3180202841758728}]","[{'label': 'neutral', 'score': 0.8822376728057861}]"
110165963,"Great game, but tbh its too difficult, i mean mission 2 and im rekt in the final wave no matter what i do","[{'label': '3 stars', 'score': 0.5667836666107178}]","[{'label': 'sadness', 'score': 0.821204423904419}]"
110164557,Giant battles are incredibly fun. Would like to see more work put into the endless mode :),"[{'label': '5 stars', 'score': 0.6602591276168823}]","[{'label': 'joy', 'score': 0.9738069772720337}]"
110163477,这个游戏底子很好，亿万僵尸的轻松版，但是战役现在还没开发完，只能说目前阶段不推荐，只要作者不摆烂则未来可期。,"[{'label': '3 stars', 'score': 0.36784592270851135}]","[{'label': 'neutral', 'score': 0.49519142508506775}]"
110160886,"A really fun game, it has never been so difficult to be a lord!","[{'label': '5 stars', 'score': 0.5903154611587524}]","[{'label': 'joy', 'score': 0.9876224398612976}]"
110159066,Amazing game!,"[{'label': '5 stars', 'score': 0.8761006593704224}]","[{'label': 'surprise', 'score': 0.48196226358413696}]"
110158525,"I haven't played it a ton yet but I can tell it will be consuming. If you were a fan of Stronghold and Stronghold Crusader you will like this game. If Firefly Studios didn't blow it they would have made something like this years ago. I'm excited to see where this game goes, hopefully they push out new updates; particularly one where you click on citizens they say ""please sire I have a family to support"".","[{'label': '3 stars', 'score': 0.37805432081222534}]","[{'label': 'joy', 'score': 0.5526229739189148}]"
110158453,easy mode is hard,"[{'label': '3 stars', 'score': 0.35953956842422485}]","[{'label': 'neutral', 'score': 0.5184973478317261}]"
110158404,---{ Graphics }--- ☐ You forget what reality is ☑ Beautiful ☐ Good ☐ Decent ☐ Bad ☐ Don‘t look too long at it ☐ MS-DOS ---{ Gameplay }--- ☐ Very good ☑ Good ☐ It's just gameplay ☐ Mehh ☐ Watch paint dry instead ☐ Just don't ---{ Audio }--- ☐ Eargasm ☐ Very good ☑ Good ☐ Not too bad ☐ Bad ☐ I'm now deaf ---{ Audience }--- ☑ Kids ☑ Teens ☑ Adults ☑ Grandma ---{ PC Requirements }--- ☐ Check if you can run paint ☑ Potato ☐ Decent ☐ Fast ☐ Rich boi ☐ Ask NASA if they have a spare computer ---{ Difficulty }--- ☐ Just press 'W' ☐ Easy ☑ Easy to learn / Hard to master ☐ Significant brain usage ☐ Difficult ☐ Dark Souls ---{ Grind }--- ☑ Nothing to grind ☐ Only if u care about leaderboards/ranks ☐ Isn't necessary to progress ☐ Average grind level ☐ Too much grind ☐ You'll need a second live for grinding ---{ Story }--- ☐ No Story ☑ Some lore ☐ Average ☐ Good ☐ Lovely ☐ It'll replace your life ---{ Game Time }--- ☐ Long enough for a cup of coffee ☐ Short ☑ Average ☐ Long ☐ To infinity and beyond ---{ Price }--- ☐ It's free! ☐ Worth the price ☑ If it's on sale ☐ If u have some spare money left ☐ Not recommended ☐ You could also just burn your money ---{ Bugs }--- ☐ Never heard of ☑ Minor bugs ☐ Can get annoying ☐ ARK: Survival Evolved ☐ The game itself is a big terrarium for bugs ---{ ? / 10 }--- ☐ 1 ☐ 2 ☐ 3 ☐ 4 ☐ 5 ☐ 6 ☑ 7 ☐ 8 ☐ 9 ☐ 10,"[{'label': '3 stars', 'score': 0.36987677216529846}]","[{'label': 'neutral', 'score': 0.6893181800842285}]"
110156956,Very Fun RTS.,"[{'label': '5 stars', 'score': 0.5844113230705261}]","[{'label': 'joy', 'score': 0.9501409530639648}]"
